usage_id,tenant_id,user_id,feature_id,used_at,duration_sec
d7d2ce25-745c-432e-8c37-133c8cd7fbc9,d677493a-1aa0-4cd3-bed5-d69c529a2adb,94443599-fa72-4a62-b2d8-89b452ebe8c8,f012,2025-01-01 16:16:01,516
cd288cfa-730b-448f-bfd3-c1c8a8e1e71d,2c0dfb4c-c826-4936-9ac1-ca9e935ea176,8f2ac141-2e99-4ef9-81a9-0594ac0c3b41,f016,2025-01-01 16:56:24,241
c1bcd20c-aa1c-455d-b43c-2acb24a856fd,6ef5407e-2678-4186-b9dd-1239bd0a447d,7fb49bed-2a88-409c-910c-a7aa7fb28056,f016,2025-01-01 14:34:33,110
b31572a6-d127-4da9-bf77-fd2543b937e7,fbe7210f-9f35-4b69-854c-4d633faf9118,0cb11831-04ce-4bc6-9096-79e2df1ce275,f012,2025-01-01 03:20:21,822
e8e95a4a-fdf0-4285-b82a-b8664d052b63,2c0dfb4c-c826-4936-9ac1-ca9e935ea176,8f2ac141-2e99-4ef9-81a9-0594ac0c3b41,f005,2025-01-01 02:59:39,752
98519ea7-ff27-4e87-88e6-d0ec6484d92a,e4238fe3-b288-4f78-bd2e-70697142f033,3bdcdf0d-48c3-47ca-91dd-d5c3c326ab35,f017,2025-01-01 13:45:27,669
544c066b-727c-4f72-8f64-c2b5af4788c6,62ea82c0-e793-4ddb-bb03-c4633bfa3b77,87e1c007-365a-4aa9-a997-9f8a15effa3f,f003,2025-01-01 22:21:34,750
ccdc33be-dc8b-42af-9d9c-da6c60012c59,e4238fe3-b288-4f78-bd2e-70697142f033,cec598cf-b471-487a-b23c-0f7528d2271e,f005,2025-01-01 17:54:30,295
b83e290a-007f-4399-80a0-d6dd057de1d7,62ea82c0-e793-4ddb-bb03-c4633bfa3b77,e204b40d-54ce-4790-8c10-b3a4b0af102e,f008,2025-01-01 02:23:07,854
31222f4e-7609-4007-b7e2-8f11391ec0aa,829e3504-c072-4904-a0d6-a007a11d3908,c6fa5786-6928-40d5-9645-362d54850687,f011,2025-01-01 22:20:16,282
8a57f623-986e-4a52-86a6-9a96690ba119,6ef5407e-2678-4186-b9dd-1239bd0a447d,7fb49bed-2a88-409c-910c-a7aa7fb28056,f009,2025-01-01 18:17:06,492
760ff45c-42f1-48ab-af78-7f31e1f825f5,829e3504-c072-4904-a0d6-a007a11d3908,6a6bca5f-6a7f-4456-bdf7-5e178425d2fe,f017,2025-01-01 08:38:36,327
f1a00728-8df0-4792-9699-057e7a360016,a4bf98df-4802-4683-adef-867545222e1c,ade18bba-a7e0-47e7-ad1d-fba618deaf74,f013,2025-01-01 05:52:12,652
64c65d6a-d0ea-44b7-af7e-be04694a88b4,fbe7210f-9f35-4b69-854c-4d633faf9118,bb2cf14b-18fd-4ddc-9fbf-ea1cad4f5284,f006,2025-01-01 09:37:27,118
6ff9d53d-5a93-4f3d-9429-2cedb40d8530,2c0dfb4c-c826-4936-9ac1-ca9e935ea176,6d4bf102-a8ab-4272-8544-b2f5c05cd4e1,f012,2025-01-01 16:29:40,569
04bfb247-0278-4fb5-b539-0c87f8ea8a90,e4238fe3-b288-4f78-bd2e-70697142f033,ea892dc5-0308-4fd6-9c7d-b5797dffab71,f018,2025-01-01 22:55:46,878
b493223d-ff24-44e0-b8db-bafb9f0a0eb4,fbe7210f-9f35-4b69-854c-4d633faf9118,75b4759f-1132-4ad3-a21f-cf14fdc94755,f013,2025-01-01 13:25:58,592
6d0416c9-1afa-44f3-b051-655671df5bbd,fbe7210f-9f35-4b69-854c-4d633faf9118,0ca221b4-227c-4639-80a6-6d49d6d144e9,f015,2025-01-01 08:22:32,181
0d23a16f-90e8-42f5-bc47-ed10f202d05c,2c0dfb4c-c826-4936-9ac1-ca9e935ea176,7c8a1d30-99a7-454c-b49f-91597847dc60,f017,2025-01-01 09:14:06,318
efdbdb00-bf2e-4c67-a696-08758e877e37,fbe7210f-9f35-4b69-854c-4d633faf9118,5d7b447c-e486-4725-92a9-f885aaf41a88,f002,2025-01-01 08:04:10,153
299874e7-3b0a-495f-ab33-8732451cbe8f,d677493a-1aa0-4cd3-bed5-d69c529a2adb,9eaa9431-2457-44fa-9460-bcf5fe8a8604,f017,2025-01-01 13:15:23,49
52c66214-c8bf-412f-ad98-fa80ce141c80,a4bf98df-4802-4683-adef-867545222e1c,951bc2bd-7386-4c56-8fcd-7f6cddcc22e3,f002,2025-01-01 00:48:41,-46
adfd891d-4b5c-40b9-9932-691b827aa100,829e3504-c072-4904-a0d6-a007a11d3908,ed4795aa-c432-4986-b61b-3a83c65f7ab5,f017,2025-01-01 13:00:12,547
75e5420b-f8ba-458a-811a-09f0c32e7b25,829e3504-c072-4904-a0d6-a007a11d3908,6a6bca5f-6a7f-4456-bdf7-5e178425d2fe,f005,2025-01-01 07:26:02,376
a78f05e5-9f79-42fa-bed4-f9eeffb3670b,6ef5407e-2678-4186-b9dd-1239bd0a447d,7fb49bed-2a88-409c-910c-a7aa7fb28056,f005,2025-01-01 00:30:49,821
20f860ea-acd0-41fb-9490-83911491678d,62ea82c0-e793-4ddb-bb03-c4633bfa3b77,1d8414e3-0a3c-4944-851a-6e0e3d731b38,f004,2025-01-01 02:19:05,654
1e23a442-e695-499e-8125-48a91c3d82c9,829e3504-c072-4904-a0d6-a007a11d3908,21abc781-2b52-4a87-a44d-af4d5b890942,f009,2025-01-01 00:25:06,58
63e37f6b-d54c-4214-b8ee-df912a95e265,fbe7210f-9f35-4b69-854c-4d633faf9118,ab513da6-5351-4ed5-8684-fb602fe45f21,f017,2025-01-01 17:56:39,255
2cb8bf37-3b37-4600-868c-0dcbedb9431e,2c0dfb4c-c826-4936-9ac1-ca9e935ea176,8f2ac141-2e99-4ef9-81a9-0594ac0c3b41,f002,2025-01-01 19:21:08,26
36a0dda1-70d9-4e02-b593-556665f40ca1,a4bf98df-4802-4683-adef-867545222e1c,ade18bba-a7e0-47e7-ad1d-fba618deaf74,f002,2025-01-01 03:49:11,13
9e118aaa-96b6-4ee4-8f65-397614983429,a4bf98df-4802-4683-adef-867545222e1c,ade18bba-a7e0-47e7-ad1d-fba618deaf74,f014,2025-01-01 07:15:51,531
59f2a35b-c5f6-46f9-b5ab-7f22485ffccf,d677493a-1aa0-4cd3-bed5-d69c529a2adb,f3d9f10f-e33c-4535-a0d3-afca5c02c2a9,f006,2025-01-01 18:31:00,317
f48019ac-698d-4741-bbd1-e061abfae3f2,2c0dfb4c-c826-4936-9ac1-ca9e935ea176,aa644e3f-7ee3-4139-9434-c7af0dfe15da,f016,2025-01-01 19:36:09,7
9fc32c3f-734a-4b9a-a1a8-7d5d7ce8e233,d677493a-1aa0-4cd3-bed5-d69c529a2adb,94443599-fa72-4a62-b2d8-89b452ebe8c8,f015,2025-01-01 02:55:48,760
53cd5d9c-04d1-4071-89e6-c44a480a1400,62ea82c0-e793-4ddb-bb03-c4633bfa3b77,0af53d22-5a91-4050-96d3-94151a2d519f,f004,2025-01-01 09:31:05,238
a63af37e-acc9-4e15-853f-65bd03173c0b,e4238fe3-b288-4f78-bd2e-70697142f033,98cd19a8-1467-4f2a-9f82-0037fee214a6,f009,2025-01-01 01:54:45,273
259474c9-7077-4ef0-8b55-2e5e26ff4267,d677493a-1aa0-4cd3-bed5-d69c529a2adb,94443599-fa72-4a62-b2d8-89b452ebe8c8,f017,2025-01-01 09:39:32,303
1b6012bd-1bff-4be6-a489-3fdc4b9e9803,a4bf98df-4802-4683-adef-867545222e1c,c3116cc4-5362-464c-a819-ffdd73442d3c,f017,2025-01-01 00:33:15,174
377d7c0a-668e-451f-98d4-40d2681539fe,a4bf98df-4802-4683-adef-867545222e1c,357c68db-a197-45c0-b6b1-4f23c3c08533,f006,2025-01-01 11:54:03,197
1debb81e-062b-4fa3-a111-60640d01c351,fbe7210f-9f35-4b69-854c-4d633faf9118,c74e7159-b93c-4075-9020-a93ce8548c0e,f013,2025-01-01 22:57:46,710
962c7ff9-7fc9-4a93-b380-a34df7feab7f,6ef5407e-2678-4186-b9dd-1239bd0a447d,766ef5cc-0457-455d-a5a8-7efc7173957d,f017,2025-01-01 00:13:56,879
945339e6-1b7f-4429-96c5-e8fa51ab8251,a4bf98df-4802-4683-adef-867545222e1c,951bc2bd-7386-4c56-8fcd-7f6cddcc22e3,f010,2025-01-01 07:43:02,401
1b7cb952-a7ce-455a-a3d9-cc60eb08adde,e4238fe3-b288-4f78-bd2e-70697142f033,fbcc1177-14a9-4cc1-b97a-9f82855f60be,f006,2025-01-01 05:15:52,34
65f5a2f0-53c9-4690-a3a3-7ea53ab86b41,e4238fe3-b288-4f78-bd2e-70697142f033,fbcc1177-14a9-4cc1-b97a-9f82855f60be,f006,2025-01-01 12:33:21,146
1dea25c4-df8e-4ed2-b367-dc75cd2f355b,2c0dfb4c-c826-4936-9ac1-ca9e935ea176,8f2ac141-2e99-4ef9-81a9-0594ac0c3b41,f005,2025-01-01 23:25:50,650
a75992f2-f3fa-4f76-b716-9c1c28a2feb3,e4238fe3-b288-4f78-bd2e-70697142f033,3bdcdf0d-48c3-47ca-91dd-d5c3c326ab35,f003,2025-01-01 21:29:54,781
4b6622d7-9833-407c-924f-f433ace14702,e4238fe3-b288-4f78-bd2e-70697142f033,fff188b3-1c07-4a13-83e0-8395875fc27b,f004,2025-01-01 08:58:39,211
f85bcfe1-b016-4ce8-97e7-e15624569df8,2c0dfb4c-c826-4936-9ac1-ca9e935ea176,8f2ac141-2e99-4ef9-81a9-0594ac0c3b41,f003,2025-01-01 22:59:36,648
26fd1594-0871-47e6-aa65-23551914ef90,e4238fe3-b288-4f78-bd2e-70697142f033,cce0154b-966f-4610-9060-3c9658aeb80d,f004,2025-01-01 23:31:54,210
ddb75488-86d4-4889-a994-a0818a817d85,fbe7210f-9f35-4b69-854c-4d633faf9118,0cb11831-04ce-4bc6-9096-79e2df1ce275,f009,2025-01-01 00:45:41,360
1a48a614-d94a-4a0d-bd55-cd778621924e,829e3504-c072-4904-a0d6-a007a11d3908,90496476-a6ed-4392-ba7d-60dfb4ea47ec,f012,2025-01-01 11:40:51,788
180a2441-7024-4405-af56-1d3f1ab708c8,6ef5407e-2678-4186-b9dd-1239bd0a447d,e09ede2a-1ebf-4c65-ada5-f549b3c09ed9,f001,2025-01-01 15:02:02,32
7e5a5f13-a65c-42b7-8636-61869cdc204e,e4238fe3-b288-4f78-bd2e-70697142f033,98cd19a8-1467-4f2a-9f82-0037fee214a6,f016,2025-01-01 01:45:06,551
88354c04-59b3-4161-a333-c09c107dbc94,e4238fe3-b288-4f78-bd2e-70697142f033,fbcc1177-14a9-4cc1-b97a-9f82855f60be,f010,2025-01-01 06:12:10,-26
55da2e68-ad2d-4644-8fe2-bf0a74e35ad2,829e3504-c072-4904-a0d6-a007a11d3908,90496476-a6ed-4392-ba7d-60dfb4ea47ec,f001,2025-01-01 12:39:47,503
5a266c85-8875-4aac-82e0-be3dbcba76a9,62ea82c0-e793-4ddb-bb03-c4633bfa3b77,1d8414e3-0a3c-4944-851a-6e0e3d731b38,f012,2025-01-01 18:45:20,267
00f96d3e-64cd-4381-b75b-e3dc92d6e80d,62ea82c0-e793-4ddb-bb03-c4633bfa3b77,9ed0c8c2-57ae-4396-bc05-a31268bc90b9,f007,2025-01-01 08:25:46,511
75d0d618-ba77-4d0a-9f36-57851a8dcb7b,e4238fe3-b288-4f78-bd2e-70697142f033,ae2eb6b2-9083-4b43-88b4-61bacdbb7be6,f018,2025-01-01 03:48:24,644
2d61bcf1-7f39-4896-8397-8df2f6358616,e4238fe3-b288-4f78-bd2e-70697142f033,fff188b3-1c07-4a13-83e0-8395875fc27b,f013,2025-01-01 03:08:14,433
0f87f40f-f253-4eb8-a5e3-76f468f04ca7,2c0dfb4c-c826-4936-9ac1-ca9e935ea176,89863faa-f472-4c62-9c89-e0a68d9d269c,f007,2025-01-01 11:02:13,270
db0cf759-0930-4c89-a080-3729ea9bbb84,62ea82c0-e793-4ddb-bb03-c4633bfa3b77,b691b2f7-2559-4c1c-99d0-3e094a50e70a,f008,2025-01-01 16:46:52,130
82579a4f-bce5-4404-9440-a97515157c4b,2c0dfb4c-c826-4936-9ac1-ca9e935ea176,89863faa-f472-4c62-9c89-e0a68d9d269c,f011,2025-01-01 18:59:44,160
00f4fd9a-a8d7-4bc6-b798-b4848a3d9981,6ef5407e-2678-4186-b9dd-1239bd0a447d,1c1a1663-f51c-4753-ba5e-1711099560d4,f011,2025-01-01 06:10:23,475
5cb2e0ed-3060-4012-8282-1db099829282,829e3504-c072-4904-a0d6-a007a11d3908,6a6bca5f-6a7f-4456-bdf7-5e178425d2fe,f008,2025-01-01 04:35:22,343
0f6c2f81-7c65-4d1c-96ca-6dc945ebfcbc,a4bf98df-4802-4683-adef-867545222e1c,7d4f0c25-d3b1-49fb-9ac5-6f1785d0ec84,f007,2025-01-01 09:44:19,309
23f514ed-2581-4bc7-89a9-67202d52fa0a,62ea82c0-e793-4ddb-bb03-c4633bfa3b77,f9dcb1f3-da03-4f1d-a210-ae2cbc4611da,f005,2025-01-01 09:00:50,741
9fc36856-910e-40ab-a8c0-f10027949f7a,fbe7210f-9f35-4b69-854c-4d633faf9118,5610e7c2-825c-4da6-bedb-c17c26c1d5ee,f008,2025-01-01 11:56:41,194
d3e57fd8-1858-4e65-8047-64f392e989a7,e4238fe3-b288-4f78-bd2e-70697142f033,cce0154b-966f-4610-9060-3c9658aeb80d,f004,2025-01-01 07:06:55,394
b6195f41-2328-4c7b-b1c8-5de6f3ddb136,62ea82c0-e793-4ddb-bb03-c4633bfa3b77,59168cce-cc7a-46be-b3cc-48a16b0c5b8d,f010,2025-01-01 10:49:41,446
37f988ed-b4cc-4e5f-8c60-5108d34ac329,e4238fe3-b288-4f78-bd2e-70697142f033,a03c5192-02f7-4dff-b279-da383bd1a547,f009,2025-01-01 07:30:59,398
4c3ffd3a-f6c3-4d55-b3a2-282d5b4c9887,2c0dfb4c-c826-4936-9ac1-ca9e935ea176,f1e45feb-a2b4-48a8-a746-8deebf1d0bee,f014,2025-01-01 08:05:57,513
3b85a273-b08c-4aea-9056-0039aa618edb,829e3504-c072-4904-a0d6-a007a11d3908,7852afc2-5aea-4463-a819-f3f3f554bcff,f001,2025-01-01 05:09:47,264
21bcba7d-ff97-4280-98a9-e24a0ac5462e,d677493a-1aa0-4cd3-bed5-d69c529a2adb,19d35e7a-e2ac-499d-a6ae-b9a78cac81fe,f008,2025-01-01 15:39:24,718
f4d52817-a225-431f-a654-aeed17680292,d677493a-1aa0-4cd3-bed5-d69c529a2adb,74aa83b6-7684-444b-971e-469d6510aa4a,f008,2025-01-01 06:36:30,657
fa95fdb7-3fe1-495a-ab88-768ab5ffa815,d677493a-1aa0-4cd3-bed5-d69c529a2adb,c4960c61-9456-4ad6-969f-922deadb9850,f009,2025-01-01 22:52:29,718
d8535091-2e30-409e-8797-aef1b4c34a65,d677493a-1aa0-4cd3-bed5-d69c529a2adb,74aa83b6-7684-444b-971e-469d6510aa4a,f013,2025-01-01 22:55:24,161
dc704df1-3096-45f5-a58f-3b3f68e61fbf,d677493a-1aa0-4cd3-bed5-d69c529a2adb,9eaa9431-2457-44fa-9460-bcf5fe8a8604,f015,2025-01-01 00:42:56,637
fc798fce-cb67-4493-b0d0-80a26e1b9ef8,62ea82c0-e793-4ddb-bb03-c4633bfa3b77,e204b40d-54ce-4790-8c10-b3a4b0af102e,f011,2025-01-01 00:23:13,399
97f77774-7232-4268-9aff-f89cebb1bfc5,e4238fe3-b288-4f78-bd2e-70697142f033,3bdcdf0d-48c3-47ca-91dd-d5c3c326ab35,f009,2025-01-01 19:46:59,224
259a9d4a-c581-47e0-bdd0-0c104073aa57,a4bf98df-4802-4683-adef-867545222e1c,7d4f0c25-d3b1-49fb-9ac5-6f1785d0ec84,f012,2025-01-01 03:40:49,868
f5e7cc79-76e3-49a9-a764-cdcbb0e8573e,a4bf98df-4802-4683-adef-867545222e1c,538969a1-6a45-45c4-be07-ddafa8f1e3c4,f017,2025-01-01 00:35:11,655
9f748dba-da96-41cb-b90b-689cc28f15eb,fbe7210f-9f35-4b69-854c-4d633faf9118,52c6fb3f-a641-4e7e-a5f5-6fbfa5e59ebb,f014,2025-01-01 16:38:08,216
35cf8f6c-4889-4972-80d4-ff2ddc22b80f,62ea82c0-e793-4ddb-bb03-c4633bfa3b77,b691b2f7-2559-4c1c-99d0-3e094a50e70a,f017,2025-01-01 04:27:22,747
edbc0f5d-c462-46da-9216-79c034af14ab,fbe7210f-9f35-4b69-854c-4d633faf9118,6ed01664-fc33-4446-9338-e6621ba1e8c9,f009,2025-01-01 09:59:20,392
828765e3-91dd-4364-b0e3-040e8413f02b,2c0dfb4c-c826-4936-9ac1-ca9e935ea176,6b4365ed-8d44-4f29-b38a-3ad1e53e58f3,f014,2025-01-01 15:18:41,644
af98ffe7-a59b-430e-b250-1ec72c936dd6,fbe7210f-9f35-4b69-854c-4d633faf9118,75b4759f-1132-4ad3-a21f-cf14fdc94755,f004,2025-01-01 08:10:16,311
0613e31f-f388-4924-8a28-ee671a4b9c11,a4bf98df-4802-4683-adef-867545222e1c,6cfdf18d-8a41-431d-9eb2-fc2a1615e191,f015,2025-01-01 07:43:08,169
cd581e47-b356-4378-ac0d-c824779628b0,e4238fe3-b288-4f78-bd2e-70697142f033,cec598cf-b471-487a-b23c-0f7528d2271e,f016,2025-01-01 23:22:54,576
e19823ea-5352-48fd-97b1-8a1fb822e178,62ea82c0-e793-4ddb-bb03-c4633bfa3b77,53fee175-802c-4d57-90ad-99dcc74ea33f,f014,2025-01-01 17:02:34,302
b09aa231-f797-49aa-91fa-34a1fc0ab7ed,62ea82c0-e793-4ddb-bb03-c4633bfa3b77,59168cce-cc7a-46be-b3cc-48a16b0c5b8d,f016,2025-01-01 12:54:57,803
4f69daa1-e8ba-4c48-8566-77c97a7cc21b,829e3504-c072-4904-a0d6-a007a11d3908,a8edba38-811f-4046-bb4d-b51193838df0,f013,2025-01-01 09:13:53,437
17676059-28b3-4533-8c13-6e457deb9b1e,6ef5407e-2678-4186-b9dd-1239bd0a447d,7fe40be2-1c43-401b-b76f-6a598bd306e5,f009,2025-01-01 13:02:00,251
6bc05e4b-25d2-4fde-9a98-375b6c243149,fbe7210f-9f35-4b69-854c-4d633faf9118,e8a463a2-9b42-4b2f-afd1-22e15c63d78d,f016,2025-01-01 15:36:03,639
9d678b12-c6d2-4f30-9d4d-8ed6809d6156,fbe7210f-9f35-4b69-854c-4d633faf9118,001485e7-034d-4e1f-a241-e008bfdc9d0e,f010,2025-01-01 14:01:17,59
cfbfe111-41df-4bd1-bb58-7c7523f0a64d,fbe7210f-9f35-4b69-854c-4d633faf9118,001485e7-034d-4e1f-a241-e008bfdc9d0e,f017,2025-01-01 12:33:59,649
19255e70-5cab-42a5-a4fe-25c6eadca3ed,2c0dfb4c-c826-4936-9ac1-ca9e935ea176,7ad49ffe-39ff-449f-a46b-42d4b911c326,f003,2025-01-01 23:52:57,301
b816715d-9dc8-4ef4-a4ed-874761eead7f,e4238fe3-b288-4f78-bd2e-70697142f033,fbcc1177-14a9-4cc1-b97a-9f82855f60be,f005,2025-01-01 08:30:23,191
25bcf4cf-0590-40b2-bad9-4630fdbb4b7d,fbe7210f-9f35-4b69-854c-4d633faf9118,001485e7-034d-4e1f-a241-e008bfdc9d0e,f007,2025-01-01 14:39:14,811
73d55f79-0697-447b-90a3-62f6ccb00d68,e4238fe3-b288-4f78-bd2e-70697142f033,0ead2bfe-0bdd-4d4c-b88d-452c98768f08,f010,2025-01-01 07:11:09,507
8f517cb0-165c-417c-969a-7d2b244318f2,e4238fe3-b288-4f78-bd2e-70697142f033,ae2eb6b2-9083-4b43-88b4-61bacdbb7be6,f004,2025-01-01 20:12:33,122
6694c73a-dd4b-4773-b106-0f49aab23a7d,a4bf98df-4802-4683-adef-867545222e1c,ade18bba-a7e0-47e7-ad1d-fba618deaf74,f016,2025-01-01 17:57:08,571
eb64d5a2-3832-405f-ae68-724cfafb0c99,6ef5407e-2678-4186-b9dd-1239bd0a447d,7fb49bed-2a88-409c-910c-a7aa7fb28056,f016,2025-01-01 08:58:37,511
5a7cb692-2b40-4069-b9ad-4450d5ef9551,2c0dfb4c-c826-4936-9ac1-ca9e935ea176,83a89954-dfb0-4134-a533-74acaa9e0011,f011,2025-01-01 17:02:16,713
f8752962-6557-4e19-af5c-8e00d1552a86,829e3504-c072-4904-a0d6-a007a11d3908,7852afc2-5aea-4463-a819-f3f3f554bcff,f012,2025-01-01 15:30:12,429
a8298da4-e481-4c61-b9d1-ddb18bd4fa8a,e4238fe3-b288-4f78-bd2e-70697142f033,cce0154b-966f-4610-9060-3c9658aeb80d,f012,2025-01-01 23:09:38,663
cd354b53-863b-4841-8750-2b4b19873891,2c0dfb4c-c826-4936-9ac1-ca9e935ea176,6d4bf102-a8ab-4272-8544-b2f5c05cd4e1,f011,2025-01-01 03:25:17,523
690e804f-7165-4278-959c-9974511e6ede,62ea82c0-e793-4ddb-bb03-c4633bfa3b77,87e1c007-365a-4aa9-a997-9f8a15effa3f,f007,2025-01-01 15:07:52,641
6f19f0df-cefb-4f3c-96f4-51a9fcb7d534,e4238fe3-b288-4f78-bd2e-70697142f033,98cd19a8-1467-4f2a-9f82-0037fee214a6,f011,2025-01-01 17:16:38,798
886c64fd-9b7f-438e-be5a-ea2ca1827e3e,a4bf98df-4802-4683-adef-867545222e1c,0d31c9b0-8e7b-429b-8d41-8be21a97b7dc,f014,2025-01-01 12:27:00,433
1d9c9850-e23c-47d0-9eaf-070906361bce,2c0dfb4c-c826-4936-9ac1-ca9e935ea176,612dda15-e82f-41ee-953b-d81b9398b493,f010,2025-01-01 10:39:48,364
93301b7c-aaea-453d-801d-e07ec0c8b576,d677493a-1aa0-4cd3-bed5-d69c529a2adb,c4960c61-9456-4ad6-969f-922deadb9850,f017,2025-01-01 09:53:31,894
31d69214-18b7-445a-826c-5d12bee7707c,a4bf98df-4802-4683-adef-867545222e1c,538969a1-6a45-45c4-be07-ddafa8f1e3c4,f004,2025-01-01 12:02:51,197
4e809018-e4e4-4228-b64a-b0202bc9075e,829e3504-c072-4904-a0d6-a007a11d3908,c6fa5786-6928-40d5-9645-362d54850687,f003,2025-01-01 01:27:29,409
22cf5d5e-1829-44a5-abeb-ad6fc7d332d0,d677493a-1aa0-4cd3-bed5-d69c529a2adb,f3d9f10f-e33c-4535-a0d3-afca5c02c2a9,f002,2025-01-01 14:30:29,308
0761da81-7d17-490e-9fdf-82d427e46176,2c0dfb4c-c826-4936-9ac1-ca9e935ea176,7ad49ffe-39ff-449f-a46b-42d4b911c326,f016,2025-01-01 22:09:41,785
5de0567b-dc36-430f-a157-65599af4b1a6,d677493a-1aa0-4cd3-bed5-d69c529a2adb,f3d9f10f-e33c-4535-a0d3-afca5c02c2a9,f005,2025-01-01 22:49:17,690
6e1714a8-9c02-4985-9b68-8cd594f6ab27,e4238fe3-b288-4f78-bd2e-70697142f033,cec598cf-b471-487a-b23c-0f7528d2271e,f002,2025-01-01 23:04:06,469
5d9911cc-be7a-4d3c-80e1-b73170c3a65e,62ea82c0-e793-4ddb-bb03-c4633bfa3b77,f1a3c321-4167-4a7c-acff-3fce882b4d11,f006,2025-01-01 01:20:46,432
79341846-8a7f-4414-ae40-8c4af25cb727,2c0dfb4c-c826-4936-9ac1-ca9e935ea176,89863faa-f472-4c62-9c89-e0a68d9d269c,f005,2025-01-01 11:15:46,576
de30fa77-f0b4-49a9-b602-91adb5d9ea0c,829e3504-c072-4904-a0d6-a007a11d3908,c6fa5786-6928-40d5-9645-362d54850687,f014,2025-01-01 01:14:48,327
a81661c4-e76a-4c3e-add5-edc82a831410,2c0dfb4c-c826-4936-9ac1-ca9e935ea176,c699eea8-85af-4880-a28f-32afbce34ae7,f017,2025-01-01 01:26:01,845
6c029f89-98e2-4e0e-a10b-aecb76137556,d677493a-1aa0-4cd3-bed5-d69c529a2adb,f3d9f10f-e33c-4535-a0d3-afca5c02c2a9,f013,2025-01-01 16:15:19,69
fcaf9d09-8f21-4407-845d-d462fb095ba8,d677493a-1aa0-4cd3-bed5-d69c529a2adb,f3d9f10f-e33c-4535-a0d3-afca5c02c2a9,f005,2025-01-01 17:18:37,789
6577439b-2920-469e-94a6-4071bd3f2b82,e4238fe3-b288-4f78-bd2e-70697142f033,a03c5192-02f7-4dff-b279-da383bd1a547,f016,2025-01-01 07:43:43,156
d5f32a72-c514-4eef-a3cc-ae28a51d3246,d677493a-1aa0-4cd3-bed5-d69c529a2adb,19d35e7a-e2ac-499d-a6ae-b9a78cac81fe,f001,2025-01-01 04:25:47,880
eca4e89b-3925-4d12-9bf5-becacbf3e134,e4238fe3-b288-4f78-bd2e-70697142f033,cce0154b-966f-4610-9060-3c9658aeb80d,f016,2025-01-01 00:38:50,283
3a55b303-493e-43ca-a63a-3a4d78cb065e,a4bf98df-4802-4683-adef-867545222e1c,538969a1-6a45-45c4-be07-ddafa8f1e3c4,f006,2025-01-01 01:49:31,375
cc6a26cf-67e1-4694-844d-82688fe8579d,62ea82c0-e793-4ddb-bb03-c4633bfa3b77,f9dcb1f3-da03-4f1d-a210-ae2cbc4611da,f003,2025-01-01 10:40:22,644
